XYDATA
# File generated by Mantid, Instrument POWGEN
# The X-axis unit is: Time-of-flight, The Y-axis unit is: Counts per microAmp.hour
# Data for spectra :3
# Spectrum 1 
# Time-of-flight              Y                 E
    24628.31802       59.20907571        1.68014790
    24648.01679       37.59671483        1.45067005
    24667.73131       26.83472239        1.34029607
    24687.46160       17.93012760        1.24009185
    24707.20767       11.31744971        1.15286258
    24726.96953       13.11107256        1.17610979
    24746.74720       13.40561662        1.17237510
    24766.54069       17.34140566        1.20519332
    24786.35002       13.75907035        1.14074403
    24806.17518       11.98690745        1.10160444
    24826.01621        9.54385074        1.05331884
    24845.87310        8.01462458        1.01205136
    24865.74587        8.95034569        0.99884849
    24885.63454        9.01121003        0.97424138
    24905.53912        5.77374716        0.91213972
    24925.45962        7.85844974        0.91523504
    24945.39605        6.37268486        0.88036947
    24965.34843       12.25839853        0.92619189
    24985.31677       12.78176236        0.91002345
    25005.30108        9.47922122        0.85590136
    25025.30137        7.79167922        0.82253429
    25045.31766        7.64158520        0.80627103
    25065.34996        7.31538249        0.78610849
    25085.39828        7.37549298        0.77360019
    25105.46264        7.63186093        0.76679717
    25125.54304        8.26013939        0.76345871
    25145.63951        6.76938341        0.73852989
    25165.75205        8.79978531        0.75233255
    25185.88068        5.26428544        0.70702150
    25206.02541        6.48990740        0.70966990
    25226.18625        7.89806954        0.71413178
    25246.36321        9.19027298        0.71882059
    25266.55632       10.00208456        0.71988104
    25286.76557       10.90694352        0.72046778
    25306.99099        9.41337640        0.69895865
    25327.23259        9.29035192        0.69016899
    25347.49038        7.46419677        0.66603495
    25367.76436        7.68766071        0.66286963
    25388.05457        7.96545415        0.66044629
    25408.36101        7.90551552        0.65455142
    25428.68368        9.07726645        0.66008757
    25449.02261       10.42322129        0.66701835
    25469.37781       10.80650061        0.66453255
    25489.74929       11.33504144        0.66399073
    25510.13707        9.62956561        0.64556687
    25530.54115        7.11579695        0.61838435
    25550.96155        7.39522310        0.61562149
    25571.39829        6.64350456        0.60448676
    25591.85137        6.55675059        0.59902902
    25612.32081        7.13147519        0.59952478
    25632.80662        7.12630127        0.59582331
    25653.30882        5.96363444        0.58214013
    25673.82741        6.64693724        0.58472535
    25694.36242        6.50447886        0.57946585
    25714.91386        6.29691692        0.57386107
    25735.48173        6.09110197        0.56811985
    25756.06605        7.04962359        0.57224584
    25776.66683        6.41023103        0.56188457
    25797.28410        5.92742809        0.55374906
    25817.91785        6.58507784        0.55559759
    25838.56811        5.66976087        0.54479628
    25859.23488        6.50789099        0.54870130
    25879.91819        5.98839199        0.54056940
    25900.61804        6.37150201        0.54184531
    25921.33444        6.06527095        0.53556294
    25942.06741        5.55350299        0.52801033
    25962.81697        6.84292811        0.53611032
    25983.58313        8.05098599        0.54391045
    26004.36589        7.50729005        0.53750421
    26025.16528        7.04301402        0.53037436
    26045.98130        5.77254199        0.51536757
    26066.81397        6.85144605        0.52116230
    26087.66331        6.96859886        0.51916123
    26108.52932       13.60051481        0.57085853
    26129.41202       21.18029084        0.62543221
    26150.31142       13.95062689        0.57017844
    26171.22754       10.50303058        0.54012321
    26192.16039        8.00302601        0.51851883
    26213.10998        6.69941911        0.50644415
    26234.07633        7.08188760        0.50670144
    26255.05945        5.76324415        0.49255796
    26276.05935        5.79094119        0.49081557
    26297.07605        5.81860927        0.48918739
    26318.10956        5.94564223        0.48884966
    26339.15989        7.65186385        0.50076591
    26360.22706        9.23325581        0.51076363
    26381.31108        8.48417211        0.50215066
    26402.41196        8.31167288        0.49874543
    26423.52973        7.58107725        0.49174050
    26444.66438        8.47283562        0.49700340
    26465.81593        7.36364296        0.48600924
    26486.98441        7.42800775        0.48523656
    26508.16981        6.77019408        0.47871160
    26529.37216        6.20138121        0.47330191
    26550.59147        6.83116249        0.47693899
    26571.82775        6.75179431        0.47391275
    26593.08102        6.49917128        0.47054025
    26614.35128        7.45761207        0.47723416
    26635.63856        7.32353807        0.47485615
    26656.94287       10.50606170        0.49766288
    26678.26421       13.31266511        0.51735246
    26699.60261       13.23308350        0.51497077
    26720.95808       11.14120005        0.49754121
    26742.33062        9.44140817        0.48392320
    26763.72027        8.31139282        0.47456016
    26785.12702        6.92074603        0.46209967
    26806.55089        6.78692196        0.45962181
    26827.99190        5.98354939        0.45250266
    26849.45005        5.95075207        0.45130246
    26870.92537        6.09957169        0.45165078
    26892.41787        5.76638146        0.44759156
    26913.92756        5.82722147        0.44641966
    26935.45445        5.45622749        0.44212751
    26956.99856        6.31436190        0.44821248
    26978.55990        9.53036175        0.47417682
    27000.13849        9.10114721        0.47086248
    27021.73434        8.52337383        0.46497922
    27043.34746        7.01750128        0.45190509
    27064.97787        6.55148359        0.44724745
    27086.62558        9.15857442        0.46724221
    27108.29060       15.27114013        0.50964772
    27129.97295       14.35031929        0.50263802
    27151.67265       10.10654324        0.47302830
    27173.38970        7.46694604        0.45260203
    27195.12412        5.90586352        0.43878694
    27216.87592        5.40172828        0.43329108
    27238.64513        7.21317302        0.44587598
    27260.43174        5.19859068        0.42928007
    27282.23578        5.93334777        0.43500907
    27304.05726        5.99423532        0.43463968
    27325.89620        6.16760697        0.43479485
    27347.75260        5.15245654        0.42641143
    27369.62648        5.38006387        0.42803454
    27391.51786        9.68370639        0.46106762
    27413.42675       10.03895604        0.46343622
    27435.35317        8.04076869        0.44921059
    27457.29712       13.44215935        0.48936993
    27479.25862       17.20698329        0.51384428
    27501.23769       13.78842402        0.49265303
    27523.23433       18.32896634        0.52744976
    27545.24858       19.95128650        0.53791626
    27567.28042       13.26174389        0.48716927
    27589.32990        9.87386829        0.45460720
    27611.39700        8.78480611        0.44242709
    27633.48176        7.95681733        0.43577911
    27655.58418        8.81142310        0.44157136
    27677.70428        8.19899223        0.43554385
    27699.84208        9.61270890        0.44428184
    27721.99758        8.05969870        0.43226227
    27744.17080        8.57412009        0.43619621
    27766.36175       10.81786021        0.45229368
    27788.57046        9.78991230        0.44472859
    27810.79693        7.74878206        0.43065350
    27833.04117        6.88396622        0.42697252
    27855.30321        5.66352566        0.42468245
    27877.58305        5.64831136        0.43585332
    27899.88072        5.53795941        0.44460459
    27922.19622        6.04993817        0.44971323
    27944.52957       10.30792710        0.47199857
    27966.88078       10.86810210        0.46509160
    27989.24987        8.50837960        0.43970385
    28011.63685        6.86489764        0.42073538
    28034.04173        6.54162507        0.41268486
    28056.46454        5.87154257        0.40477180
    28078.90528        6.04136761        0.40461937
    28101.36397        5.68371317        0.40120162
    28123.84063        6.47213430        0.40611717
    28146.33526        6.61913859        0.40641575
    28168.84788        6.77761775        0.40625405
    28191.37851        7.17053899        0.40884191
    28213.92716        5.73482019        0.39758647
    28236.49385        5.77115491        0.39698106
    28259.07859        5.49752862        0.39555422
    28281.68139        5.59212012        0.39598630
    28304.30227        6.74508171        0.40285656
    28326.94124        7.89070113        0.41056561
    28349.59832        9.62461934        0.42239190
    28372.27352        9.25689012        0.41975278
    28394.96686        9.28305433        0.41927723
    28417.67835        8.49465033        0.41406515
    28440.40801        6.42488650        0.40026948
    28463.15584        5.47910466        0.39256549
    28485.92187        6.02665226        0.39577265
    28508.70611        6.34029743        0.39797650
    28531.50857        5.80663346        0.39377383
    28554.32928        6.21059258        0.39632844
    28577.16823        7.25620531        0.40230400
    28600.02545        6.61535204        0.39605849
    28622.90096        7.30660527        0.40034541
    28645.79476        7.81080204        0.40412431
